name,pos,club,proj_score,ps26,bye,age,games25,category,smoky_note,adp,player_id,notes,manual_insight,avg_2025_blend,draft_score,best_pos,vorp_proxy,market_rank,expert_consensus_rank,expert_rank_count,expert_best_rank,expert_worst_rank,expert_rank_stddev,expert_percentile,data_relative_value,data_vs_next_pick,data_waiver_strength,data_projected,data_risk,data_dpp,data_b23,data_gm25,data_notes,pdf_notes,pdf_role_change,pdf_midfield_uplift,pdf_season_out,pdf_source_count,rankings_vorp,rankings_projected,rankings_avg_2026,rankings_avg_2025,rankings_variance,rankings_l5,rankings_max,rankings_cba_pct,rankings_bye_round,rankings_injury,ultimate_price,ultimate_priced_at,ultimate_avg_2025,ultimate_games_2025,ultimate_max_2025,ultimate_x100_2025,ultimate_x120_2025,ultimate_tog_pct,ultimate_cba_pct,ultimate_avg_2024,ultimate_games_2024,ultimate_avg_2023,ultimate_games_2023,projection_spread,projection_source_count,adp_value_gap,data_confidence,data_confidence_score,source_count,source_rankings_csv,source_ultimate_xlsx,source_expert_xlsx,source_data_csv,club_conflict,position_conflict,projection_conflict,bye_conflict,conflict_notes
Oscar McDonald,DEF,FRE,49.4,44.5,14,29,7,value,,743.0,992472,,,49.4,46.61,DEF,-26.7,444,,0,,,0.0,0.5,-31.8,-56.7,42.0,47.3,High,No,?,7,,,0,0,0,0,-23.2,49.4,49.4,38.0,11.0,44.5,63.0,6.0,14,,,,49.4,7,63.0,0,0,89.0,0.06,38.0,1,0.0,0,2.1,3,299.0,high,0.81,3,1,1,0,1,0,0,0,0,
Mitch Lewis,FWD,HAW,54.5,59.0,14,27,6,value,,430.0,1000887,,,45.5,46.49,FWD,-13.7,296,63,1,63,63,0.0,0.101,-11.8,-50.7,32.3,58.2,High,No,✔,8,,,0,0,0,1,-11.0,54.5,54.5,43.8,11.0,59.0,76.0,,14,,,,45.5,6,76.0,0,0,70.0,0.0,43.8,4,71.9,15,12.7,3,134.0,high,0.86,4,1,1,1,1,0,0,1,0,
Billy Dowling,MID/FWD,ADE,53.0,53.0,12,21,1,rookie,,341.0,1015329,,,53.0,46.48,FWD,-15.2,340,,0,,,0.0,0.5,-19.2,-58.1,30.0,50.8,Medium,Yes,,1,,,0,0,0,1,-14.4,53.0,53.0,68.1,-15.0,53.0,53.0,,12,,,,53.0,1,53.0,0,0,76.0,0.0,68.1,9,0.0,0,2.2,3,1.0,high,0.81,3,1,1,0,1,0,0,0,0,
Matthew Carroll,DEF,CAR,49.5,48.0,14,20,17,value,,553.0,1027964,"Injury: Hamstring, interrupted pre-season with foot",,49.5,46.48,DEF,-26.6,430,,0,,,0.0,0.5,-23.1,-45.3,28.3,58.7,High,No,✔,17,"Injury: Hamstring, interrupted pre-season with foot",,0,0,0,0,-21.2,49.5,49.5,,0.0,48.0,74.0,,14,,,,49.5,17,74.0,0,0,79.0,0.0,0.0,0,0.0,0,9.2,3,123.0,medium,0.76,3,1,1,0,1,0,0,1,0,
Mattaes Phillipou,FWD,STK,45.0,15.5,16,21,7,smoky,Expected higher midfield minutes; monitor round-to-round role.,121.0,1020137,"Role: Mid time, scored well in role end of 2024. Unhealthy 2025. Punt. | Manual insight: Expected higher midfield minutes; monitor round-to-round role.",Expected higher midfield minutes; monitor round-to-round role.,35.9,46.38,FWD,-23.2,436,16.75,4,15,18,1.09,0.772,7.7,-31.2,10.8,77.7,Medium,No,✔,8,"Role: Mid time, scored well in role end of 2024. Unhealthy 2025. Punt.",,0,0,0,2,-22.3,45.0,45.0,63.9,-19.0,15.5,73.0,6.0,16,,,,35.9,7,73.0,0,0,58.0,0.04,63.9,13,52.2,23,41.8,3,-315.0,high,0.89,4,1,1,1,1,0,0,1,0,
Billy Wilson,DEF,CAR,49.0,57.0,14,20,4,rookie,,683.0,1027678,,,49.0,46.32,DEF,-27.1,468,,0,,,0.0,0.5,-25.8,-50.7,34.8,53.3,High,No,,4,,,0,0,0,0,-25.6,49.0,49.0,,0.0,57.0,85.0,,14,,,,49.0,4,85.0,0,0,73.0,0.0,0.0,0,0.0,0,4.3,3,215.0,high,0.81,3,1,1,0,1,0,0,0,0,
Tyrell Dewar,DEF/MID,WCE,48.6,23.0,15,21,16,value,,556.0,1023142,,,48.0,46.03,DEF,-27.5,384,,0,,,0.0,0.5,-30.5,-55.4,31.4,48.6,Medium,Yes,,16,,,0,0,0,0,-17.6,53.1,53.1,44.8,8.0,23.0,115.0,,15,,,,48.0,16,115.0,1,0,69.0,0.0,34.6,7,0.0,0,5.1,3,172.0,high,0.81,3,1,1,0,1,0,0,0,0,
Esava Ratugolea,DEF,PTA,49.2,,12,27,13,value,,559.0,1002220,,,49.2,45.82,DEF,-26.9,386,,0,,,0.0,0.5,-36.5,-61.4,47.2,42.6,Medium,No,?,13,,,0,0,0,1,-17.7,53.0,53.0,46.6,6.0,,95.0,0.0,12,,,,49.2,13,95.0,0,0,89.0,0.0,49.4,20,40.5,16,10.4,3,173.0,medium,0.65,3,1,1,0,1,1,0,1,0,"Club mismatch: ADE, PTA"
Darcy Gardiner,DEF,BRL,48.7,42.6,15,30,14,value,,567.0,296269,,,41.6,45.78,DEF,-27.4,434,,0,,,0.0,0.5,-24.6,-49.5,33.3,54.5,High,No,✔,18,,,0,0,0,0,-22.0,48.7,48.7,46.4,2.0,42.6,83.0,,15,,,,41.6,14,72.0,0,0,72.0,0.0,38.1,7,39.5,2,12.9,3,133.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Nick Bryan,RUC,ESS,57.8,,15,24,4,depth,,141.0,1011954,Injury: ACL. Return after round 5. Will have main Ruck role. | Injury flag: Injured,,57.8,45.71,RUC,-26.9,393,19,3,18,20,0.82,0.053,-37.7,-56.1,1.5,54.4,High,No,✔,4,Injury: ACL. Return after round 5. Will have main Ruck role.,,0,0,0,2,-18.3,73.3,73.3,71.4,2.0,,81.0,66.0,15,Injured,,,57.8,4,81.0,0,0,55.0,0.54,71.4,5,54.9,8,18.9,3,-252.0,high,0.89,4,1,1,1,1,0,0,1,0,
Jobe Shanahan,FWD,WCE,47.9,44.0,15,19,9,value,,532.0,1031913,,,47.9,45.53,FWD,-20.3,379,,0,,,0.0,0.5,-16.9,-55.8,39.4,53.1,High,No,✔,9,,,0,0,0,1,-17.0,47.9,47.9,,0.0,44.0,78.0,,15,,,,47.9,9,78.0,0,0,84.0,0.0,0.0,0,0.0,0,5.2,3,153.0,high,0.81,3,1,1,0,1,0,0,0,0,
Sam Marshall,MID,BRL,52.2,63.0,15,20,7,rookie,,452.0,1028520,,,46.0,45.5,MID,-37.6,532,,0,,,0.0,0.5,-27.2,-61.9,29.1,52.2,High,No,?,11,,,0,0,0,0,-33.4,57.3,57.3,,0.0,63.0,94.0,,15,,,,46.0,7,94.0,0,0,50.0,0.0,0.0,0,0.0,0,11.3,3,-80.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Zac Fisher,FWD,NTH,52.0,,12,27,7,depth,,332.0,999827,Role: previously half back. Will play fwd or VFL,,42.3,45.48,FWD,-16.2,342,,0,,,0.0,0.5,-14.1,-53.0,35.5,55.9,Medium,No,?,7,Role: previously half back. Will play fwd or VFL,,0,0,0,0,-14.6,52.0,52.0,86.4,-34.0,,66.0,,12,,,,42.3,7,66.0,0,0,55.0,0.0,82.4,18,69.0,12,13.6,3,-10.0,medium,0.76,3,1,1,0,1,0,0,1,0,
Harry O'Farrell,DEF,CAR,47.3,103.0,14,19,6,rookie,,547.0,1028526,Interrupted pre-season: Knee | Injury flag: Injured,,47.0,45.22,DEF,-28.8,424,,0,,,0.0,0.5,-31.8,-56.7,42.0,47.3,High,No,,6,Interrupted pre-season: Knee,,0,0,0,1,-21.0,52.4,52.4,,0.0,103.0,103.0,,14,Injured,,,47.0,6,103.0,1,0,77.0,0.0,0.0,0,0.0,0,5.4,3,123.0,high,0.84,3,1,1,0,1,0,0,0,0,
Liam Stocker,DEF,STK,47.4,41.0,16,26,17,value,,557.0,1008312,,,46.8,45.17,DEF,-28.7,437,,0,,,0.0,0.5,-31.7,-56.6,41.8,47.4,Low,No,✔,17,,,0,0,0,0,-22.5,48.1,48.1,50.7,-3.0,41.0,63.0,2.0,16,,,,46.8,17,63.0,0,0,79.0,0.02,50.7,16,70.5,22,1.3,3,120.0,high,0.81,3,1,1,0,1,0,0,0,0,
Josh Sinn,DEF,PTA,51.0,43.7,12,23,20,value,,408.0,1017078,,,45.4,45.12,DEF,-25.1,402,,0,,,0.0,0.5,-28.1,-53.0,37.6,51.0,Medium,No,✔,20,,,0,0,0,0,-18.7,52.0,52.0,51.2,1.0,43.7,90.0,,12,,,,45.4,20,90.0,0,0,64.0,0.0,53.8,4,19.7,3,6.6,3,6.0,medium,0.73,3,1,1,0,1,1,0,0,0,"Club mismatch: ADE, PTA"
Charlie Spargo,FWD,NTH,47.6,,12,26,10,value,,485.0,1002282,Interrupted pre-season: shoulder. full training late feb. | Injury flag: Managed,,40.2,45.11,FWD,-20.6,387,,0,,,0.0,0.5,-14.9,-53.8,36.6,55.1,High,No,✔,10,Interrupted pre-season: shoulder. full training late feb.,,0,0,0,1,-17.7,47.6,47.6,36.0,12.0,,71.0,,12,Managed,,,40.2,10,71.0,0,0,63.0,0.0,36.0,1,45.5,13,14.9,3,98.0,medium,0.76,3,1,1,0,1,0,0,1,0,
Charlie Comben,DEF,NTH,47.7,47.6,12,24,20,value,,482.0,1015781,,,47.7,45.06,DEF,-28.4,442,,0,,,0.0,0.5,-19.2,-44.1,26.8,59.9,Low,No,✔,20,,,0,0,0,2,-23.0,47.6,47.6,62.7,-15.0,47.6,82.0,,12,,,,47.7,20,82.0,0,0,91.0,0.0,60.6,19,41.1,7,12.3,3,40.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Jack Buller,FWD,COL,47.2,53.2,14,24,9,value,,535.0,1009392,PDF insight: 2026-Draft-Kit-gs7zws p31: Collingwood Magpies Profile Team ins Team outs Angus Anderson Jack Buller Zac McCarthy Tyan Prindable Jai Saxena Samuel Swadling Mason Cox Charlie Dean Will Hoskin-Ellio...,,47.2,45.02,FWD,-21.0,385,,0,,,0.0,0.5,-28.6,-67.5,55.2,41.4,High,No,?,9,,2026-Draft-Kit-gs7zws p31: Collingwood Magpies Profile Team ins Team outs Angus Anderson Jack Buller Zac McCarthy Tyan Prindable Jai Saxena Samuel Swadling Mason Cox Charlie Dean Will Hoskin-Ellio...,1,0,0,1,-17.6,47.2,47.2,,0.0,53.2,75.0,2.0,14,,,,47.2,9,75.0,0,0,77.0,0.02,0.0,0,19.0,1,5.8,3,150.0,high,0.81,3,1,1,0,1,0,0,0,0,
Alex Pearce,DEF,FRE,47.0,38.7,14,30,15,value,,739.0,298409,Interrupted pre-season: on the back of late 2025 injuries. | Injury flag: Managed,,45.9,45.0,DEF,-29.1,450,,0,,,0.0,0.5,-29.2,-54.1,38.9,49.9,High,No,✔,16,Interrupted pre-season: on the back of late 2025 injuries.,,0,0,0,1,-23.7,47.0,47.0,49.5,-3.0,38.7,77.0,,14,Managed,,,45.9,15,77.0,0,0,91.0,0.0,49.5,15,44.2,23,4.0,3,289.0,high,0.84,3,1,1,0,1,0,0,0,0,
Griffin Logue,DEF,NTH,47.1,53.6,12,27,16,value,,565.0,997933,,,47.1,44.95,DEF,-29.0,448,,0,,,0.0,0.5,-30.2,-55.1,40.1,48.9,Medium,No,?,16,,,0,0,0,1,-23.5,47.1,47.1,49.5,-2.0,53.6,82.0,0.0,12,,,,47.1,16,82.0,0,0,85.0,0.0,49.5,2,51.9,15,1.8,3,117.0,high,0.81,3,1,1,0,1,0,0,0,0,
Lewis Young,DEF,CAR,47.0,39.5,14,27,13,value,,514.0,997316,,,47.0,44.88,DEF,-29.1,449,,0,,,0.0,0.5,-31.2,-56.1,41.3,47.9,Medium,No,,13,,,0,0,0,1,-23.7,47.0,47.0,56.6,-10.0,39.5,78.0,7.0,14,,,,47.0,13,78.0,0,0,87.0,0.07,53.9,8,56.7,15,0.9,3,65.0,high,0.81,3,1,1,0,1,0,0,0,0,
Connor Budarick,FWD,WBD,51.3,52.5,16,24,17,smoky,Back-pocket base role but preseason midfield snippets create bench upside.,237.0,1008454,"Role: Moved to dogs for more game time. Half back flank is pakced at dogs. Punt with FWD status. | PDF insight: 2026-Draft-Kit-gs7zws p8: Connor Budarick Age: 24 Position: Def/Mid Position Rank: 32 SC; 39 AF Draft Range: 120-130 SC & 150-160AF Risk: High Funnily enough, I really rate Roberts as a keeper op... | Manual insight: Back-pocket base role but preseason midfield snippets create bench upside.",Back-pocket base role but preseason midfield snippets create bench upside.,48.2,44.85,FWD,-16.9,325,40,4,34,48,5.24,0.435,-2.0,-40.9,20.0,68.0,Medium,No,?,19,Role: Moved to dogs for more game time. Half back flank is pakced at dogs. Punt with FWD status.,"2026-Draft-Kit-gs7zws p8: Connor Budarick Age: 24 Position: Def/Mid Position Rank: 32 SC; 39 AF Draft Range: 120-130 SC & 150-160AF Risk: High Funnily enough, I really rate Roberts as a keeper op...",1,0,0,2,-13.1,51.3,51.3,61.3,-10.0,52.5,92.0,,16,,,,48.2,17,92.0,0,0,73.0,0.0,61.3,8,73.5,2,19.8,3,-88.0,high,0.89,4,1,1,1,1,0,0,1,0,
Rhett Bazzo,DEF,WCE,46.9,48.6,15,22,7,value,,766.0,1017718,,,47.0,44.81,DEF,-29.2,472,,0,,,0.0,0.5,-38.1,-63.0,48.8,41.0,High,No,,7,,,0,0,0,1,-26.0,46.9,46.9,26.0,21.0,48.6,61.0,,15,,,,47.0,7,62.0,0,0,86.0,0.0,26.0,1,30.3,11,6.0,3,294.0,high,0.81,3,1,1,0,1,0,0,0,0,
Brandon Zerk-Thatcher,DEF,PTA,47.3,48.4,12,27,13,value,,560.0,1004034,,,47.3,44.78,DEF,-28.8,445,,0,,,0.0,0.5,-27.4,-52.3,36.7,51.7,Medium,No,✔,13,,,0,0,0,1,-23.4,47.3,47.3,50.7,-3.0,48.4,67.0,,12,,,,47.3,13,67.0,0,0,97.0,0.0,50.3,23,52.2,22,4.4,3,115.0,medium,0.73,3,1,1,0,1,1,0,0,0,"Club mismatch: ADE, PTA"
Toby Pink,DEF,NTH,47.3,49.8,12,27,17,value,,680.0,1002138,,,47.3,44.78,DEF,-28.8,446,,0,,,0.0,0.5,-22.7,-47.6,31.0,56.4,Medium,No,✔,17,,,0,0,0,1,-23.4,47.3,47.3,35.2,12.0,49.8,70.0,,12,,,,47.3,17,70.0,0,0,94.0,0.0,32.9,15,0.0,0,9.1,3,234.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Harvey Thomas,FWD,GWS,51.4,75.3,13,20,17,smoky,Role: Wing/Dostributor/High half fwd.,302.0,1027925,Role: Wing/Dostributor/High half fwd. Questionable best 23.  Punt.,,51.2,44.75,FWD,-16.8,216,60.5,2,60,61,0.5,0.138,-18.6,-57.5,41.8,51.4,Low,No,?,18,Role: Wing/Dostributor/High half fwd. Questionable best 23.  Punt.,,1,0,0,1,-5.1,59.3,59.3,49.4,10.0,75.3,94.0,,13,,,,51.2,17,94.0,0,0,72.0,0.0,46.3,22,0.0,0,8.1,3,86.0,high,0.89,4,1,1,1,1,0,0,1,0,
Isaac Kako,FWD,ESS,47.0,55.5,15,19,23,value,,591.0,1028554,"Interrupted pre-season: Hamstring strain, will miss practice matches. Might be okay for Rd 1. | Injury flag: Injured",,47.0,44.68,FWD,-21.2,382,,0,,,0.0,0.5,-14.3,-53.2,35.8,55.7,Medium,No,✔,23,"Interrupted pre-season: Hamstring strain, will miss practice matches. Might be okay for Rd 1.",,0,0,0,1,-17.3,47.0,47.0,,0.0,55.5,94.0,12.0,15,Injured,,,47.0,23,94.0,0,0,81.0,0.12,0.0,0,0.0,0,8.7,3,209.0,medium,0.76,3,1,1,0,1,0,0,1,0,
Jackson Mead,MID,PTA,51.3,48.4,12,24,20,depth,,429.0,1005326,"Role: HB defender, some distribution. Possible Punt and DPP",,51.3,44.66,MID,-38.5,543,,0,,,0.0,0.5,-16.6,-51.3,21.7,62.8,Low,No,✔,20,"Role: HB defender, some distribution. Possible Punt and DPP",,0,0,0,0,-35.9,51.3,51.3,61.2,-10.0,48.4,98.0,11.0,12,,,,51.3,20,98.0,0,0,78.0,0.11,60.3,23,35.9,7,11.5,3,-114.0,medium,0.68,3,1,1,0,1,1,0,1,0,"Club mismatch: ADE, PTA"
Matthew Owies,FWD,WCE,46.7,34.7,15,28,16,value,,721.0,1013973,,,43.9,44.66,FWD,-21.5,377,,0,,,0.0,0.5,-23.3,-62.2,48.3,46.7,Low,No,✔,16,,,0,0,0,0,-16.9,47.4,47.4,51.5,-4.0,34.7,69.0,,15,,,,43.9,16,69.0,0,0,71.0,0.0,48.9,23,50.6,16,3.5,3,344.0,high,0.81,3,1,1,0,1,0,0,0,0,
Nick Watson,FWD,HAW,50.7,61.0,14,21,22,value,,410.0,1023473,,,49.9,44.65,FWD,-17.5,332,59,2,50,68,9.0,0.159,-16.2,-55.1,38.5,53.8,Low,No,✔,25,,,0,1,0,2,-13.6,50.7,50.7,59.1,-8.0,61.0,90.0,6.0,14,,,,49.9,22,90.0,0,0,77.0,0.05,55.5,16,0.0,0,3.9,3,78.0,high,0.94,4,1,1,1,1,0,0,0,0,
Max Heath,RUC/FWD,MEL,47.0,69.0,16,23,4,value,,440.0,1015886,,,43.8,44.56,FWD,-21.2,294,,0,,,0.0,0.5,-23.0,-61.9,1.9,47.0,High,Yes,,4,,,0,0,0,1,-10.9,55.3,55.3,,0.0,69.0,69.0,26.0,16,,,,43.8,4,69.0,0,0,67.0,0.22,0.0,0,0.0,0,11.5,3,146.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Christian Moraes,MID,PTA,47.4,46.0,12,19,14,value,,590.0,1028563,,,47.4,44.53,MID,-42.4,525,,0,,,0.0,0.5,-41.7,-76.4,37.3,37.7,High,No,,14,,,0,0,0,0,-32.3,54.9,54.9,,0.0,46.0,93.0,,12,,,,47.4,14,93.0,0,0,61.0,0.0,0.0,0,0.0,0,17.2,3,65.0,medium,0.65,3,1,1,0,1,1,0,1,0,"Club mismatch: ADE, PTA"
Cooper Harvey,FWD,NTH,46.3,41.7,12,21,7,rookie,,626.0,1020979,Role: Training in defence.,,46.3,44.5,FWD,-21.9,375,,0,,,0.0,0.5,-24.6,-63.5,50.1,45.4,High,No,?,7,Role: Training in defence.,,0,0,0,0,-16.8,49.3,49.3,,0.0,41.7,86.0,,12,,,,46.3,7,86.0,0,0,63.0,0.0,0.0,0,44.7,3,3.9,3,251.0,high,0.84,3,1,1,0,1,0,0,0,0,
Ben King,FWD,GCS,50.3,61.8,12,25,23,depth,,234.0,1006144,,,50.3,44.46,FWD,-17.9,338,,0,,,0.0,0.5,-18.1,-57.0,41.1,51.9,Low,No,✔,25,,,0,0,0,1,-14.3,50.1,50.1,53.2,-3.0,61.8,92.0,,12,,,,50.3,23,92.0,0,0,84.0,0.0,53.2,22,45.6,20,1.8,3,-104.0,high,0.81,3,1,1,0,1,0,0,0,0,
Luke Nankervis,MID,ADE,50.3,,12,22,7,depth,,379.0,1021031,,,45.1,44.46,MID,-39.5,561,,0,,,0.0,0.5,-28.1,-62.8,29.7,51.3,Medium,No,,7,,,0,0,0,0,-41.3,50.3,50.3,66.5,-16.0,,72.0,,12,,,,45.1,7,72.0,0,0,67.0,0.0,64.5,20,61.8,4,6.2,3,-182.0,high,0.81,3,1,1,0,1,0,0,0,0,
Oliver Henry,FWD,GEE,46.1,,16,23,15,value,,470.0,1012860,,,41.0,44.23,FWD,-22.1,394,,0,,,0.0,0.5,-21.9,-60.8,46.4,48.1,Medium,No,✔,15,,,0,0,0,0,-18.3,46.1,46.1,52.5,-6.0,,60.0,,16,,,,41.0,15,60.0,0,0,71.0,0.0,45.2,21,55.9,22,7.1,3,76.0,high,0.81,3,1,1,0,1,0,0,0,0,
Lewis Melican,DEF,SYD,46.0,35.0,15,29,17,value,,837.0,996743,,,46.0,44.16,DEF,-30.1,461,,0,,,0.0,0.5,-27.0,-51.9,36.3,52.1,Medium,No,✔,17,,,0,0,0,1,-24.7,46.0,46.0,38.6,7.0,35.0,69.0,,15,,,,46.0,17,69.0,0,0,83.0,0.0,38.2,21,40.9,7,6.1,3,376.0,high,0.81,3,1,1,0,1,0,0,0,0,
Saad El-Hawli,MID,ESS,50.3,49.5,15,24,9,depth,,365.0,1015919,,,44.2,44.14,MID,-39.5,521,,0,,,0.0,0.5,-29.1,-63.8,30.4,50.3,High,No,,9,,,0,0,0,0,-31.7,58.8,58.8,,0.0,49.5,82.0,,15,,,,44.2,9,82.0,0,0,60.0,0.0,0.0,0,0.0,0,14.6,3,-156.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Bobby Hill,FWD,COL,46.1,,14,26,14,value,,601.0,1006148,"Injury: Season(?), personal reasons. | Injury flag: Uncertain",,46.1,44.03,FWD,-22.1,369,,0,,,0.0,0.5,,-69.2,57.3,39.7,High,No,✔,14,"Injury: Season(?), personal reasons.",,0,0,0,1,-16.2,48.1,48.1,56.1,-8.0,,86.0,,14,Uncertain,,,46.1,14,86.0,0,0,73.0,0.0,56.1,23,50.1,21,8.4,3,232.0,medium,0.76,3,1,1,0,1,0,0,1,0,
Toby McMullin,MID,GWS,46.7,,13,21,11,value,,577.0,1027971,,,42.3,44.02,MID,-43.1,546,,0,,,0.0,0.5,-32.7,-67.4,32.6,46.7,Medium,No,?,11,,,0,0,0,0,-36.0,54.1,54.1,44.3,10.0,,72.0,21.0,13,,,,42.3,11,72.0,0,0,57.0,0.15,41.6,13,25.7,3,11.8,3,31.0,medium,0.73,3,1,1,0,1,0,0,1,0,
James O'Donnell,DEF,WBD,45.8,43.0,16,23,22,value,,774.0,1032966,,,45.8,44.02,DEF,-30.3,463,,0,,,0.0,0.5,-28.7,-53.6,38.3,50.4,Low,No,✔,22,,,0,0,0,1,-24.9,45.8,45.8,46.6,-1.0,43.0,92.0,0.0,16,,,,45.8,22,92.0,0,0,90.0,0.0,46.6,13,33.1,12,4.6,3,311.0,high,0.81,3,1,1,0,1,0,0,0,0,
Jack Williams,FWD,WCE,46.2,,15,22,13,value,,526.0,1020371,,,46.2,43.98,FWD,-22.0,232,,0,,,0.0,0.5,-28.4,-67.3,55.0,41.6,Medium,No,,13,,,0,0,0,0,-6.4,58.0,58.0,47.3,11.0,,89.0,8.0,15,,,,46.2,13,89.0,0,0,71.0,0.06,45.2,18,37.1,10,16.4,3,294.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Luke Pedlar,FWD,ADE,45.6,43.5,12,23,7,value,,600.0,1012218,,,45.6,43.87,FWD,-22.6,409,,0,,,0.0,0.5,-30.0,-68.9,56.9,40.0,High,No,?,9,,,0,0,0,1,-19.3,46.1,46.1,32.0,14.0,43.5,67.0,1.0,12,,,,45.6,7,67.0,0,0,65.0,0.02,24.8,4,58.2,21,6.1,3,191.0,high,0.81,3,1,1,0,1,0,0,0,0,
Roan Steele,MID,COL,46.0,,14,24,3,value,,606.0,1027501,,,46.0,43.84,MID,-43.8,571,,0,,,0.0,0.5,-44.1,-78.8,38.3,35.3,High,No,,5,,,0,0,0,1,-45.4,49.7,49.7,,0.0,,69.0,,14,,,,46.0,3,69.0,0,0,65.0,0.0,0.0,0,0.0,0,14.4,3,35.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Ty Gallop,FWD,BRL,45.9,28.0,15,20,2,rookie,,538.0,1034411,,,33.0,43.77,FWD,-22.3,421,,0,,,0.0,0.5,-24.1,-63.0,49.4,45.9,High,No,?,6,,,0,0,0,0,-20.9,46.2,46.2,,0.0,28.0,73.0,,15,,,,33.0,2,38.0,0,0,56.0,0.02,0.0,0,0.0,0,13.2,3,117.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Harvey Gallagher,DEF,WBD,45.8,,16,22,5,value,,473.0,1017087,,,41.8,43.7,DEF,-30.3,423,,0,,,0.0,0.5,-33.3,-58.2,43.7,45.8,Medium,No,,5,,,0,0,0,0,-21.0,53.3,53.3,54.8,-1.0,,63.0,,16,,,,41.8,5,63.0,0,0,61.0,0.01,54.8,19,0.0,0,11.5,3,50.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Jack Henderson,FWD,MEL,45.3,,16,26,5,value,,693.0,1008183,Injury flag: Injured,,41.4,43.66,FWD,-22.9,395,,0,,,0.0,0.5,-24.7,-63.6,50.2,45.3,High,No,,5,,,0,0,0,0,-18.4,48.8,48.8,,0.0,,68.0,,16,Injured,,,41.4,5,68.0,0,0,71.0,0.0,0.0,0,0.0,0,7.4,3,298.0,high,0.81,3,1,1,0,1,0,0,0,0,
Flynn Young,FWD,CAR,45.6,59.8,14,24,8,value,,631.0,1020877,,,45.6,43.55,FWD,-22.6,292,,0,,,0.0,0.5,-26.4,-65.3,52.4,43.6,High,No,,8,,,0,0,0,0,-10.8,54.7,54.7,,0.0,59.8,90.0,,14,,,,45.6,8,90.0,0,0,65.0,0.0,0.0,0,0.0,0,11.1,3,339.0,medium,0.73,3,1,1,0,1,0,0,1,0,
William Hayes,FWD,COL,45.0,,14,19,2,rookie,,790.0,1032922,,,45.0,43.44,FWD,-23.2,454,,0,,,0.0,0.5,-32.5,-71.4,59.8,37.5,High,No,,2,,,0,0,0,0,-24.0,45.0,45.0,,0.0,,52.0,,14,,,,45.0,2,52.0,0,0,73.0,0.0,0.0,0,0.0,0,7.5,3,336.0,high,0.81,3,1,1,0,1,0,0,0,0,
Oisin Mullin,DEF/MID,GEE,44.9,46.0,16,26,22,value,,592.0,1024982,,,46.6,43.37,DEF,-31.2,470,,0,,,0.0,0.5,-34.5,-59.4,33.8,44.6,Medium,Yes,✔,25,,,0,0,0,0,-25.8,44.9,44.9,43.6,1.0,46.0,81.0,32.0,16,,,,46.6,22,81.0,0,0,80.0,0.33,39.0,10,30.8,6,2.0,3,122.0,high,0.81,3,1,1,0,1,0,0,0,0,
Kaleb Smith,DEF,RIC,45.2,,13,21,8,rookie,,474.0,1022999,,,42.4,43.26,DEF,-30.9,397,,0,,,0.0,0.5,-33.9,-58.8,44.3,45.2,High,No,,8,,,0,0,0,0,-18.5,54.6,54.6,43.5,11.0,,69.0,,13,,,,42.4,8,69.0,0,0,61.0,0.0,26.3,4,0.0,0,12.2,3,77.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Finn O'Sullivan,DEF/MID,NTH,53.7,68.2,12,19,22,depth,,245.0,1028495,"Pre-season love from the club, still yet to show scoring capability",,53.7,43.23,DEF,-22.4,378,63,3,57,69,4.9,0.101,-14.5,-39.4,20.4,64.6,Low,Yes,✔,22,"Pre-season love from the club, still yet to show scoring capability",,0,0,0,1,-16.9,53.7,53.7,,0.0,68.2,82.0,2.0,12,,,,53.7,22,82.0,0,0,81.0,0.02,0.0,0,0.0,0,10.9,3,-133.0,high,0.89,4,1,1,1,1,0,0,1,0,
Campbell Gray,DEF,RIC,44.7,,13,23,3,value,,679.0,1036103,,,44.7,43.22,DEF,-31.4,519,,0,,,0.0,0.5,-36.5,-61.4,47.2,42.6,High,No,,3,,,0,0,0,1,-31.5,44.7,44.7,,0.0,,54.0,,13,,,,44.7,3,54.0,0,0,72.0,0.0,0.0,0,0.0,0,2.1,3,160.0,high,0.81,3,1,1,0,1,0,0,0,0,
Edward Allan,MID,COL,49.0,58.0,14,21,13,depth,,288.0,1022915,,,48.4,43.2,MID,-40.8,492,,0,,,0.0,0.5,-30.4,-65.1,31.2,49.0,High,No,,13,,,0,0,0,0,-27.9,59.3,59.3,56.0,3.0,58.0,94.0,4.0,14,,,,48.4,13,94.0,0,0,64.0,0.05,56.0,2,0.0,0,10.9,3,-204.0,medium,0.73,3,1,1,0,1,0,0,1,0,
